"レベル","単元","グループ","単語(中文)","ピンイン","訳(日本語)","例文(中文)","例文(ピンイン)","例文訳","単語音声ファイル","日本語音声ファイル","例文音声ファイル"
6,454,204,"栋","dòng ","棟","他们不久前买了栋房子。","Tā men bù jiǔ qián mǎi le dòng fáng zi.","彼らは何日か前に一棟の家を買った。",6Qtango0454.mp3,6Qnichiyaku0454.mp3,6Qreibun0454.mp3
6,704,204,"官方","guān fāng","公式（の）：政府側・政府筋","这些数据都是在官方网站上下载的，应该比较可靠。","Zhè xiē shù jù dōu shì zài guān fāng wǎng zhàn shàng xià zài de, yīng gāi bǐ jiào kě kào.","これらのデータは皆公式サイトからダウンロードしたものなので、信頼できるはずだ。",6Qtango0704.mp3,6Qnichiyaku0704.mp3,6Qreibun0704.mp3
6,954,204,"截止","jié zhǐ","～までで締め切る・打ち切る","第十届国际马拉松赛报名时间将于本月12号截止。","Dì shí jiè guó jì mǎ lā sōng sài bào míng shí jiān jiāng yú běn yuè 1 2 hào jié zhǐ.","第10回国際マラソン大会の申し込み期間は今月12日までである。",6Qtango0954.mp3,6Qnichiyaku0954.mp3,6Qreibun0954.mp3
6,1204,204,"论证","lùn zhèng ","論証：論拠：考察","你能举一个你自己身上的事例来论证这个观点吗？","Nǐ néng jǔ yí ge nǐ zì jǐ shēn shang de shì lì lái lùn zhèng zhè ge guān diǎn ma?","あなたは自身の事例を一つ挙げて、この観点を論証することができる？",6Qtango1204.mp3,6Qnichiyaku1204.mp3,6Qreibun1204.mp3
6,1454,204,"强迫","qiǎng pò","強制する・強いる・強迫する","不要强迫别人做他不愿意做的事。","Bú yào qiǎng pò bié rén zuò tā bú yuàn yì zuò de shì.","他人を強制して彼のやりたくないことをやらせないでください。",6Qtango1454.mp3,6Qnichiyaku1454.mp3,6Qreibun1454.mp3
6,1704,204,"水利","shuǐ lì","水利施設：水利","他在水利局上班。","Tā zài shuǐ lì jú shàng bān.","彼は水道局で勤務している。",6Qtango1704.mp3,6Qnichiyaku1704.mp3,6Qreibun1704.mp3
6,1954,204,"衔接","xián jiē","繋がり・連携・インターフェイス：関連している・かみ合う","写文章时，应注意前后的衔接。","Xiě wén zhāng shí, yīng zhù yì qián hòu de xián jiē.","文章を書く時は、前後の繋がりによく注意するべきだ。",6Qtango1954.mp3,6Qnichiyaku1954.mp3,6Qreibun1954.mp3
6,2204,204,"舆论","yú lùn","世論","图书馆收藏着五十年前的舆论调查的资料。","Tú shū guǎn shōu cáng zhe wǔ shí nián qián de yú lùn diào chá de zī liào.","図書館には50年前の世論調査の資料が収蔵されている。",6Qtango2204.mp3,6Qnichiyaku2204.mp3,6Qreibun2204.mp3
6,2454,204,"着想","zhuó xiǎng","～の立場を考える・～のためを思う・～のために考える","他懂得为他人着想，所以深受大家爱戴。","Tā dǒng de wèi tā rén zhuó xiǎng, suǒ yǐ shēn shòu dà jiā ài dài.","彼は人の立場を考えられるから、みんなからとても好かれている。",6Qtango2454.mp3,6Qnichiyaku2454.mp3,6Qreibun2454.mp3
6,205,205,"草案","cǎo' àn ","草案","你先把草案发给我，然后我再整理。","Nǐ xiān bǎ cǎo' àn fā gěi wǒ, rán hòu wǒ zài  zhěng lǐ.","まずあなたの草案を私に送ってください、その後に私がまとめます。",6Qtango0205.mp3,6Qnichiyaku0205.mp3,6Qreibun0205.mp3
6,455,205,"兜","dōu ","ポケット：包む：取り巻く","我的裤兜漏了。","Wǒ de kù dōu lòu le.","私のズボンのポケットに穴が開いた。",6Qtango0455.mp3,6Qnichiyaku0455.mp3,6Qreibun0455.mp3
6,705,205,"管辖","guǎn xiá","管轄する・管理する","这是他管辖范围之内的事。","Zhè shì tā guǎn xiá fàn wéi zhī nèi de shì.","これは彼の管轄する範囲内のことである。",6Qtango0705.mp3,6Qnichiyaku0705.mp3,6Qreibun0705.mp3
6,955,205,"截至","jié zhì","～までに・（期日を）～までとする・（時間を）～までで切る・～までで締め切る","报名截至10月1日。","Bào míng jié zhì 1 0 yuè 1 rì.","申し込みは10月1日までとする。",6Qtango0955.mp3,6Qnichiyaku0955.mp3,6Qreibun0955.mp3
6,1205,205,"啰唆","luō suo ","くどい・しつこい：煩わしい・面倒くさい","我还真不知道他是一个那么啰唆的人。","Wǒ hái zhēn bù zhī dào tā shì yí ge nà me luō suo de rén.","私は彼がこんなにもくどい人だなんて全く知らなかった。",6Qtango1205.mp3,6Qnichiyaku1205.mp3,6Qreibun1205.mp3
6,1455,205,"桥梁","qiáo liáng","架け橋・橋梁：橋渡しの比喩","平遥摄影节是了解中国摄影和中国了解世界摄影的窗口和桥梁。","Píng yáo shè yǐng jié shì liǎo jiě zhōng guó shè yǐng hé zhōng guó liǎo jiě shì jiè shè yǐng de chuāng kǒu hé qiáo liáng.","平遥撮影際は中国の写真界を理解し、中国が世界の写真界を理解する窓口かつ架け橋である。",6Qtango1455.mp3,6Qnichiyaku1455.mp3,6Qreibun1455.mp3
6,1705,205,"水龙头","shuǐ lóng tóu","蛇口・コック・給水栓","这个水龙头好像坏了，怎么拧都拧不开。","Zhè ge shuǐ lóng tóu hǎo xiàng huài le, zěn me níng dōu nǐng bu kāi.","この蛇口は壊れたようです。どうひねっても水が出ません。",6Qtango1705.mp3,6Qnichiyaku1705.mp3,6Qreibun1705.mp3
6,1955,205,"嫌","xián","嫌う・嫌がる：恨み：嫌疑","大部分人嫌麻烦,不愿意去计算。","Dà bù fen rén xián má fan, bú yuàn yì qù jì suàn. ","大部分の人は煩わしさを嫌い、計算したがらない。 ",6Qtango1955.mp3,6Qnichiyaku1955.mp3,6Qreibun1955.mp3
6,2205,205,"与日俱增","yǔ rì- jù zēng ","日増しに増える・増える一方だという意味を表す四字熟語","随着腊月的到来，过年的气氛与日俱增。","Suí zhe là yuè de dào lái, guò nián de qì fēn yǔ rì jù zēng.","師走の到来に伴って、年越しの雰囲気が日増しに増えてくる。",6Qtango2205.mp3,6Qnichiyaku2205.mp3,6Qreibun2205.mp3
6,2455,205,"着重","zhuó zhòng","重点的に・重点を置く・力を入れる・主に","我们需要着重解决效率问题。","Wǒ men xū yào zhuó zhòng jiě jué xiào lǜ wèn tí.","我々は重点的に効率性の問題を解決すべきである。",6Qtango2455.mp3,6Qnichiyaku2455.mp3,6Qreibun2455.mp3
6,206,206,"草率","cǎo shuài ","いい加減だ","当初的草率的行为，导致今天的后果。","Dāng chū de cǎo shuài de xíng wéi, dǎo zhì jīn tiān de hòu guǒ.","当初のいい加減な行動が、今の結果をもたらした。",6Qtango0206.mp3,6Qnichiyaku0206.mp3,6Qreibun0206.mp3
6,456,206,"陡峭","dǒu qiào ","険しい・切り立った","半干旱地区或高原冰川区的地形十分陡峭。","Bàn gān hàn dì qū huò gāo yuán bīng chuān qū de dì xíng shí fēn dǒu qiào.","半干ばつの山間地帯や高原の氷河地帯の山地はとても険しい。",6Qtango0456.mp3,6Qnichiyaku0456.mp3,6Qreibun0456.mp3
6,706,206,"贯彻","guàn chè","（路線・方針・政策・などを）貫く・やり遂げる・やり通す・徹底する","只有具备领导力的企业家才能将企业的决策层层贯彻下去。","Zhǐ yǒu jù bèi lǐng dǎo lì de qǐ yè jiā cái néng jiāng qǐ yè de jué cè céng céng guàn chè xià qù.","リーダーシップを備えている企業家だけが企業の策略を徹底的に貫くことができます。",6Qtango0706.mp3,6Qnichiyaku0706.mp3,6Qreibun0706.mp3
6,956,206,"竭尽全力","jié jìn quán lì","全力を尽くす・全力を出しきる・最善を尽くす・精一杯","实现理想需竭尽全力。","Shí xiàn lǐ xiǎng xū jié jìn quán lì.","理想の実現には全力を尽くすことが必要である。",6Qtango0956.mp3,6Qnichiyaku0956.mp3,6Qreibun0956.mp3
6,1206,206,"络绎不绝","luò yì bù jué ","絶え間なく続く・交通などが頻繁な様子を表す四字熟語","这家的生意不错，客人络绎不绝的来吃饭。","Zhè jiā de shēng yì bú cuò, kè rén luò yì bù jué de lái chī fàn.","ここの商売は上々で、顧客が絶え間なくここに来て食事をする。",6Qtango1206.mp3,6Qnichiyaku1206.mp3,6Qreibun1206.mp3
6,1456,206,"窍门","qiào mén","コツ・秘訣","解题的窍门你找到了嘛？","Jiě tí de qiào mén nǐ zhǎo dào le ma?","問題を解くコツを見つけましたか？",6Qtango1456.mp3,6Qnichiyaku1456.mp3,6Qreibun1456.mp3
6,1706,206,"水泥","shuǐ ní","セメント","他为了装修房子，买来了好几袋水泥袋儿。","Tā wèi le zhuāng xiū fáng zi, mǎi lái le hǎo jǐ dài shuǐ ní dài r.","彼は家をリフォームするために、セメントを何袋も買って来た。",6Qtango1706.mp3,6Qnichiyaku1706.mp3,6Qreibun1706.mp3
6,1956,206,"嫌疑","xián yí","疑い・嫌疑","他有杀人的嫌疑，被拘留了三年。","Tā yǒu shā rén de xián yí, bèi jū liú le sān nián.","彼は殺人の疑いをかけられて、3年間も拘留されていた。",6Qtango1956.mp3,6Qnichiyaku1956.mp3,6Qreibun1956.mp3
6,2206,206,"宇宙","yǔ zhòu","宇宙","哥哥的梦想是成为一名航天员，他想研究宇宙中的各种行星。","Gē ge de mèng xiǎng shì chéng wéi yì míng háng tiān yuán, tā xiǎng yán jiū yǔ zhòu zhōng de gè zhǒng xíng xīng.","兄の夢は宇宙飛行士になることで、彼は宇宙の様々な惑星の研究をしたいと思っている。",6Qtango2206.mp3,6Qnichiyaku2206.mp3,6Qreibun2206.mp3
6,2456,206,"琢磨","zuó mo","よく考える・じっくり考える・熟慮する・思案する","几十年来，我只想着怎样榨出更好的油，其他的事我从不去琢磨。","Jǐ shí nián lái, wǒ zhǐ xiǎng zhe zěn yàng zhà chū gèng hǎo de yóu, qí tā de shì wǒ cóng bú qù zuó mo.","数十年来、私はどうやってよりよい油を搾るかだけを考えてきました。他のことはよく考えたことがありません。",6Qtango2456.mp3,6Qnichiyaku2456.mp3,6Qreibun2456.mp3
6,207,207,"侧面","cè miàn ","側面","由于山坡陡峭，我们就从侧面上去吧。","Yóu yú shān pō dǒu qiào, wǒ men jiù cóng cè miàn shàng qù ba.","山が険しいから、私たちは側面から登っていきましょう。",6Qtango0207.mp3,6Qnichiyaku0207.mp3,6Qreibun0207.mp3
6,457,207,"斗争","dòu zhēng ","闘争する・争う：奮闘する","老鼠也曾为是否要跳出米缸进行过思想斗争。","Lǎo shǔ yě céng wèi shì fǒu yào tiào chū mǐ gāng jìn xíng guò sī xiǎng dòu zhēng.","ネズミは米がめから飛び出すかどうかについて葛藤したこともあった。",6Qtango0457.mp3,6Qnichiyaku0457.mp3,6Qreibun0457.mp3
6,707,207,"惯例","guàn lì","慣例・しきたり","在正片放映之前播放下个档期影片的预告片，是电影院的惯例。","Zài zhèng piàn fàng yìng zhī qián bō fàng xià ge dàng qī yǐng piàn de yù gào piàn, shì diàn yǐng yuàn de guàn lì.","本編の上映の前に次の上映作品の予告を流すのは、映画館の慣例である。",6Qtango0707.mp3,6Qnichiyaku0707.mp3,6Qreibun0707.mp3
6,957,207,"解除","jiě chú","解消する・解除する・取り除く","狼常到牧场叼羊。牧场主用了整整一个冬季，请猎手围猎狼群，狼患总算解除了。","Láng cháng dào mù chǎng diāo yáng. Mù chǎng zhǔ yòng le zhěng zhěng yí ge dōng jì, qǐng liè shǒu wéi liè láng qún, láng huàn zǒng suàn jiě chú le.","狼はよく牧場へ行って羊を食う。牧場主が冬の間じゅう、猟師に狼の群れを包囲する巻き狩りをしてもらい、狼の被害はようやく解消された。",6Qtango0957.mp3,6Qnichiyaku0957.mp3,6Qreibun0957.mp3
6,1207,207,"落成","luò chéng ","落成する・（建物が）完成する","耗费上千万的工程，终于在今天，在这里落成了。","Hào fèi shàng qiān wàn de gōng chéng, zhōng yú zài jīn tiān, zài zhè lǐ luò chéng le.","数千万のお金を費やした工事が、ついに今日ここで落成した。",6Qtango1207.mp3,6Qnichiyaku1207.mp3,6Qreibun1207.mp3
6,1457,207,"翘","qiào","跳ね上がる・跳ねる","小狗翘着尾巴，看上去特别可爱。","Xiǎo gǒu qiào zhe wěi ba, kàn shàng qù tè bié kě' ài.","子犬はしっぽを跳ね上げていて、とてもかわいい。",6Qtango1457.mp3,6Qnichiyaku1457.mp3,6Qreibun1457.mp3
6,1707,207,"瞬间","shùn jiān","またたく間・瞬間・一瞬","该片受关注度瞬间超越近期所有电视剧。","Gāi piàn shòu guān zhù dù shùn jiān chāo yuè jìn qī suǒ yǒu diàn shì jù.","この番組への関心度は、瞬く間に最近のすべてのテレビドラマを超えた。",6Qtango1707.mp3,6Qnichiyaku1707.mp3,6Qreibun1707.mp3
6,1957,207,"显著","xiǎn zhù","顕著だ・著しい","人一天的静坐时间如果超过6个小时,患癌症、高血压和心脏病的风险就会尤其显著增加。","Rén yì tiān de jìng zuò shí jiān rú guǒ chāo guò 6 ge xiǎo shí, huàn ái zhèng、 gāo xuè yā hé xīn zàng bìng de fēng xiǎn jiù huì yóu qí xiǎn zhù zēng jiā.","人はただ座っている時間が1日に6時間を超えると、癌や高血圧、心臓病を患う危険性が顕著に増加する。",6Qtango1957.mp3,6Qnichiyaku1957.mp3,6Qreibun1957.mp3
6,2207,207,"羽绒服","yǔ róng fú","ダウンジャケット","今年冬天我一定要买一款新的羽绒服。","Jīn nián dōng tiān wǒ yí dìng yào mǎi yì kuǎn xīn de yǔ róng fú.","今年の冬、私は必ず新しいモデルのダウンジャケットを買う。",6Qtango2207.mp3,6Qnichiyaku2207.mp3,6Qreibun2207.mp3
6,2457,207,"姿态","zī tài","態度・格好・姿かたち：様子・素振り・ジェスチャー","说话人应随时注意听者的表情、姿态，看他对谈话内容是否有兴趣，必要时需做出调整。","Shuō huà rén yīng suí shí zhù yì tīng zhě de biǎo qíng、 zī tài, kàn tā duì tán huà nèi róng shì fǒu yǒu xìng qù, bì yào shí xū zuò chū tiáo zhěng.","話者はいつも聞き手の表情や態度に注意し、相手が話の内容に興味があるかどうか見て、必要に応じて調整しなければならない。",6Qtango2457.mp3,6Qnichiyaku2457.mp3,6Qreibun2457.mp3
6,208,208,"测量","cè liáng ","測量する","为了测量雨滴的大小，人们设计了许多方法。","Wèi le cè liáng yǔ dī de dà xiǎo, rén men shè jì le xǔ duō fāng fǎ.","雨粒のサイズを測量するため、人々は多くの方法を発案した。",6Qtango0208.mp3,6Qnichiyaku0208.mp3,6Qreibun0208.mp3
6,458,208,"督促","dū cù ","促す・注意する","老师经常督促我们要做一个好学生。","Lǎo shī jīng cháng dū cù wǒ men yào zuò yí ge hǎo xué shēng.","先生はいつも私たちに良い学生になるように促している。",6Qtango0458.mp3,6Qnichiyaku0458.mp3,6Qreibun0458.mp3
6,708,208,"灌溉","guàn gài","灌漑する","其水量稳定、水质好，是农业灌溉、工矿业和城市发展的重要水源之一。","Qí shuǐ liàng wěn dìng、shuǐ zhì hǎo, shì nóng yè guàn gài, gōng kuàng yè hé chéng shì fā zhǎn de zhòng yào shuǐ yuán zhī yī.","その水量は安定していて水質が良く、農業灌漑、鉱工業、都市発展の重要な水源の一つである。",6Qtango0708.mp3,6Qnichiyaku0708.mp3,6Qreibun0708.mp3
6,958,208,"解放","jiě fàng","解放する・束縛を解く","宽恕别人，就是解放自己。","Kuān shù bié rén, jiù shì jiě fàng zì jǐ.","他人を許すことは、自分を解放することである。",6Qtango0958.mp3,6Qnichiyaku0958.mp3,6Qreibun0958.mp3
6,1208,208,"落实","luò shí ","実行する・実施する・成し遂げる：確認する・確かなものにする：安心する・気が楽になる","你赶快把这些补贴政策落实到每一个农户手里。","Nǐ gǎn kuài bǎ zhè xiē bǔ tiē zhèng cè luò shí dào měi yí ge nóng hù shǒu lǐ.","あなたは早くこの補助政策を全ての農民たちに実行するようしてください。",6Qtango1208.mp3,6Qnichiyaku1208.mp3,6Qreibun1208.mp3
6,1458,208,"切实","qiè shí","適切だ・的確だ","懂得换位思考，站在他人的立场考虑问题，并能切实地帮助他人解决问题的人，才是公司所需要的人才。","Dǒng dé huàn wèi sī kǎo, zhàn zài tā rén de lì chǎng kǎo lǜ wèn tí, bìng néng qiè shí de bāng zhù tā rén jiě jué wèn tí de rén, cái shì gōng sī suǒ xū yào de rén cái.","立場をを変えて考えることを心得ていて、人の立場に立って問題を考え、適切に人の問題を解決できる人こそ、会社が必要としている人材である。",6Qtango1458.mp3,6Qnichiyaku1458.mp3,6Qreibun1458.mp3
6,1708,208,"司法","sī fǎ","司法","他明天就要参加国家司法考试了。","Tā míng tiān jiù yào cān jiā guó jiā sī fǎ kǎo shì le.","彼は明日、国家司法試験を受験する。",6Qtango1708.mp3,6Qnichiyaku1708.mp3,6Qreibun1708.mp3
6,1958,208,"现场","xiàn chǎng","現地・現場：リアルタイムの","同时我作为一个女拍卖师,在会场上,和竞买人在现场的交流很重要。","Tóng shí wǒ zuò wéi yí ge nǚ pāi mài shī, zài huì chǎng shàng, hé jìng mǎi rén zài xiàn chǎng de jiāo liú hěn zhòng yào. ","また私は一人の女性競売師として、会場で入札者と現場での交流をすることを大切にしています。 ",6Qtango1958.mp3,6Qnichiyaku1958.mp3,6Qreibun1958.mp3
6,2208,208,"玉","yù","玉：白く美しい：相手の動作などをいうときの敬語表現","自古以来，中国就是一个崇尚玉器的国家，对玉有着特殊的情感。","Zì gǔ yǐ lái, zhōng guó jiù shì yí ge chóng shàng yù qì de guó jiā, duì yù yǒu zhe tè shū de qíng gǎn.","昔から、中国は玉を崇める国であり、玉に対して特別な感情がある。",6Qtango2208.mp3,6Qnichiyaku2208.mp3,6Qreibun2208.mp3
6,2458,208,"资本","zī běn","資本：資本金・元金：拠り所","他们有创业经历，掌握海外先进的技术，了解如何将技术变成市场需要的产品，如何与资本结合达到上市等。","Tā men yǒu chuàng yè jīng lì, zhǎng wò hǎi wài xiān jìn de jì shù, liǎo jiě rú hé jiāng jì shù biàn chéng shì chǎng xū yào de chǎn pǐn, rú hé yǔ zī běn jié hé dá dào shàng shì děng.","彼らには起業経験があり、海外の先進技術を身につけ、どのようにして技術を市場で必要とされる商品に変えるか、どのようにして資本と結合して市場に出すのかなどを理解しています。",6Qtango2458.mp3,6Qnichiyaku2458.mp3,6Qreibun2458.mp3
6,209,209,"策划","cè huà ","企画する：画策する","他正在公司里策划商品的营销计划。","Tā zhèng zài gōng sī lǐ cè huà shāng pǐn de yíng xiāo jì huà.","彼は今会社で、商品のマーケティングを企画している。",6Qtango0209.mp3,6Qnichiyaku0209.mp3,6Qreibun0209.mp3
6,459,209,"毒品","dú pǐn ","麻薬","远离毒品，洁身自好。","Yuǎn lí dú pǐn, jié shēn zì hào.","麻薬から離れ、正しい身でいてください。",6Qtango0459.mp3,6Qnichiyaku0459.mp3,6Qreibun0459.mp3
6,709,209,"罐","guàn","缶・壺・筒状の入れ物","一次买六罐啤酒的话比较划算。","Yí cì mǎi liù guàn pí jiǔ de huà bǐ jiào huá suàn.","一度にビールを6缶買うとお買い得だ。",6Qtango0709.mp3,6Qnichiyaku0709.mp3,6Qreibun0709.mp3
6,959,209,"解雇","jiě gù","解雇する・クビにする","他把公司的机密文件丢了，所以被解雇了。","Tā bǎ gōng sī de jī mì wén jiàn diū le, suǒ yǐ bèi jiě gù le.","彼は会社の機密文書を紛失し、解雇された。",6Qtango0959.mp3,6Qnichiyaku0959.mp3,6Qreibun0959.mp3
6,1209,209,"麻痹","má bì ","麻痺する：油断する","被炒鱿鱼后，他整天用酒来麻痹自己。","Bèi chǎo yóu yú hòu, tā zhěng tiān yòng jiǔ lái má bì zì jǐ.","クビになってから、彼は朝から晩まで酒で自分を麻痺させている。",6Qtango1209.mp3,6Qnichiyaku1209.mp3,6Qreibun1209.mp3
6,1459,209,"锲而不舍","qiè' ér bù shě","根気よく物事を進めることを表す比喩","他锲而不舍地练习书画，终于在大赛里得了奖。","Tā qiè' ér bù shě de liàn xí shū huà, zhōng yú zài dà sài li dé le jiǎng.","彼は根気よく書画の練習に励み、ついにコンテストで大賞をもらった。",6Qtango1459.mp3,6Qnichiyaku1459.mp3,6Qreibun1459.mp3
6,1709,209,"司令","sī lìng","司令官","人们常说，大脑是人体的司令部。","Rén men cháng shuō, dà nǎo shì rén tǐ de sī lìng bù. ","大脳は人体の司令部である、と人々はよく言う。 ",6Qtango1709.mp3,6Qnichiyaku1709.mp3,6Qreibun1709.mp3
6,1959,209,"现成","xiàn chéng","できあいの・既に用意されている・あり合わせの：たやすい","我这儿有现成的，你不必再去买了！","Wǒ zhè' r yǒu xiàn chéng de, nǐ bú bì zài qù mǎi le!","私のところにできあいのものがあるから、また買いに行く必要はないよ！",6Qtango1959.mp3,6Qnichiyaku1959.mp3,6Qreibun1959.mp3
6,2209,209,"预料","yù liào","予想する・予測する・見積もる","谁都没有预料到今天会发生这么大的事情。","Shéi dōu méi yǒu yù liào dào jīn tiān huì fā shēng zhè me dà de shì qíng.","今日こんなに大きな事が起きるなんて、誰も予想していなかった。",6Qtango2209.mp3,6Qnichiyaku2209.mp3,6Qreibun2209.mp3
6,2459,209,"资产","zī chǎn","資産・財産：企業資金・企業資産","作品是无形资产，比稿费厉害得多，是真正的摇钱树。","Zuò pǐn shì wú xíng zī chǎn, bǐ gǎo fèi lì hài de duō, shì zhēn zhèng de yáo qián shù.","作品は無形資産で、原稿料よりもずっとすごい、正真正銘の金のなる木です。",6Qtango2459.mp3,6Qnichiyaku2459.mp3,6Qreibun2459.mp3
6,210,210,"策略","cè lüè ","戦略・策略","迁徙是个体生存与繁殖策略的问题。","Qiān xǐ shì ge tǐ shēng cún yǔ fán zhí cè lüè de wèn tí.","移動は、個々の生存と繁殖戦略の問題である。",6Qtango0210.mp3,6Qnichiyaku0210.mp3,6Qreibun0210.mp3
6,460,210,"独裁","dú cái ","独裁する","独裁者的下场往往是悲剧的。","Dú cái zhě de xià chǎng wǎng wǎng shì bēi jù de.","独裁者の結末は往々にして悲劇である。",6Qtango0460.mp3,6Qnichiyaku0460.mp3,6Qreibun0460.mp3
6,710,210,"光彩","guāng cǎi","面目を施す・光栄だ：光彩・色つや","不光彩的过去。","Bù guāng cǎi de guò qù.","面目を欠いた過去。",6Qtango0710.mp3,6Qnichiyaku0710.mp3,6Qreibun0710.mp3
6,960,210,"解剖","jiě pōu","解剖する：細かく吟味する・細緻に分析する","解剖尸体，查明死因。","Jiě pōu shī tǐ, chá míng sǐ yīn.","死体を解剖し、死因を究明する。",6Qtango0960.mp3,6Qnichiyaku0960.mp3,6Qreibun0960.mp3
6,1210,210,"麻木","má mù ","無感覚だ・（感覚が）麻痺する：無頓着だ・無関心だ","在无知和麻木中碌碌无为地消磨时光的话，这种虚幻的美丽不要也罢。","Zài wú zhī hé má mù zhōng lù lù wú wéi de xiāo mó shí guāng de huà, zhè zhǒng xū huàn de měi lì bú yào yě bà.","無知と無感覚の中で無駄に時間を送らされるのならば、そんな幻の美しさはいらないというしかない。",6Qtango1210.mp3,6Qnichiyaku1210.mp3,6Qreibun1210.mp3
6,1460,210,"钦佩","qīn pèi","敬服する・感服する","我很钦佩你的勇气。","Wǒ hěn qīn pèi nǐ de yǒng qì.","私はあなたの勇気に敬服します。",6Qtango1460.mp3,6Qnichiyaku1460.mp3,6Qreibun1460.mp3
6,1710,210,"私自","sī zì","無断で・ひそかに","他们公司的员工私自把内部文件给了外部人员。","Tā men gōng sī de yuán gōng sī zì bǎ nèi bù wén jiàn gěi le wài bù rén yuán.","彼らの会社の従業員は無断で会社内部の書類を外部の人に渡した。",6Qtango1710.mp3,6Qnichiyaku1710.mp3,6Qreibun1710.mp3
6,1960,210,"现状","xiàn zhuàng","現状","因为安于现状，不思进取是不会进步的，成功的机遇往往最青睐敢于冒险的人。","Yīn wèi ān yú xiàn zhuàng, bù sī jìn qǔ shì bú huì jìn bù de, chéng gōng de jī yù wǎng wǎng zuì qīng lài gǎn yú mào xiǎn de rén.","現状に甘んじ、積極性がなければ進歩はできない。成功のチャンスはいつも敢えて冒険する人を歓迎するのだ。 ",6Qtango1960.mp3,6Qnichiyaku1960.mp3,6Qreibun1960.mp3
6,2210,210,"预期","yù qī","予想する・予期する・期待する","报告说，该公司第四季度盈利达18.6亿元，大幅超出了分析人士此前的预期。","Bào gào shuō, gāi gōng sī dì sì jì dù yíng lì dá 1 8. 6 yì yuán, dà fú chāo chū le fēn xi rén shì cǐ qián de yù qī.","報告によれば、この会社の第4四半期の利潤は18.6億元に達し、アナリストの事前の予想を大幅に上回った。",6Qtango2210.mp3,6Qnichiyaku2210.mp3,6Qreibun2210.mp3
6,2460,210,"资深","zī shēn","ベテランだ・キャリアがある・古参の","她是位资深记者。","Tā shì wèi zī shēn jì zhě.","彼女はベテランの記者である。",6Qtango2460.mp3,6Qnichiyaku2460.mp3,6Qreibun2460.mp3
6,211,211,"层出不穷","céng chū- bù qióng","次々と現れて終わりがないことを表す四字熟語","在实际的工作当中，出乎意料的事层出不穷地出现在我们面前。","Zài shí jì dì gōng zuò dāng zhōng, chū hū yì liào de shì céng chū bù qióng de chū xiàn zài wǒ men miàn qián.","実際の作業の中で、私たちの前に次々と予想外のことが出てきた。",6Qtango0211.mp3,6Qnichiyaku0211.mp3,6Qreibun0211.mp3
6,461,211,"堵塞","dǔ sè ","渋滞する・詰まる","交通堵塞是城市发展的隐患。","Jiāo tōng dǔ sè shì chéng shì fā zhǎn de yǐn huàn.","交通渋滞は都市発展の隠れた災禍である。",6Qtango0461.mp3,6Qnichiyaku0461.mp3,6Qreibun0461.mp3
6,711,211,"光辉","guāng huī","きらめく・輝く・輝かしい：輝き・光輝","翅膀下方闪烁着朱红色的光辉。","Chì bǎng xià fāng shǎn shuò zhe zhū hóng sè de guāng huī.","羽根の下には赤色の光がきらめいている。",6Qtango0711.mp3,6Qnichiyaku0711.mp3,6Qreibun0711.mp3
6,961,211,"解散","jiě sàn","解散する・散らばる：（組織などを）解体する","那个组合将于2016年12月31日解散。","Nà ge zǔ hé jiāng yú 2 0 1 6 nián 1 2 yuè 3 1 rì jiě sàn.","あのグループが2016年12月31日をもって解散する。",6Qtango0961.mp3,6Qnichiyaku0961.mp3,6Qreibun0961.mp3
6,1211,211,"麻醉","má zuì ","麻酔をかける","手术前，医生打了一个麻醉药后，我很快就睡过去了。","Shǒu shù qián, yī shēng dǎ le yí ge má zuì yào hòu, wǒ hěn kuài ​​jiù shuì guò qù le.","手術の前、医者が麻酔を注射したあと、私はすぐ眠りについた。",6Qtango1211.mp3,6Qnichiyaku1211.mp3,6Qreibun1211.mp3
6,1461,211,"侵犯","qīn fàn","侵す・侵犯する","如果在鲨鱼面前，你能够心情坦然，毫不惊慌，那么鲨鱼对你就不构成任何威胁，哪怕它不小心触到了你的身体，也不会做任何侵犯。","Rú guǒ zài shā yú miàn qián, nǐ néng gòu xīn qíng tǎn rán, háo bù jīng huāng, nà me shā yú duì nǐ jiù bú gòu chéng rèn hé wēi xié, nǎ pà tā bù xiǎo xīn chù dào le nǐ de shēn tǐ, yě bú huì zuò rèn hé qīn fàn.","もしサメの面前にあってあなたが心を平常に保ち、全く慌てないことができれば、サメはあなたに対していかなる威嚇も行わず、たとえ不用意にあなたの体に触ったとしても、何を侵すこともないだろう。",6Qtango1461.mp3,6Qnichiyaku1461.mp3,6Qreibun1461.mp3
6,1711,211,"思念","sī niàn","恋しく思う・思い慕う・懐かしむ","远在他乡的游子，也借此节日寄托对故乡和亲人的思念之情。","Yuǎn zài tā xiāng de yóu zǐ, yě jiè cǐ jié rì jì tuō duì gù xiāng hé qīn rén de sī niàn zhī qíng.","遠く離れた他郷にいる人も、故郷や家族を恋しく思う気持ちをこの節句に託すのである。 ",6Qtango1711.mp3,6Qnichiyaku1711.mp3,6Qreibun1711.mp3
